genome_name	taxonomy
GCA_003354985.1	Staphylococcus aureus 
GCA_003355005.1	Sphingomonas sp. FARSPH 
GCA_003355025.1	Bordetella pertussis 
GCA_003355045.1	Bordetella pertussis 
GCA_003355065.1	Bordetella pertussis 
GCA_003355085.1	Bordetella pertussis 
GCA_003355135.1	Serratia marcescens 
GCA_003355175.1	Escherichia coli 
GCA_003355195.1	Neisseria polysaccharea 
GCA_003355215.1	Neisseria meningitidis 
GCA_003355235.1	Neisseria meningitidis 
GCA_003355255.1	Neisseria meningitidis 
GCA_003355275.1	Neisseria meningitidis 
GCA_003355295.1	Neisseria meningitidis 
GCA_003355315.1	Neisseria meningitidis 
GCA_003355335.1	Neisseria meningitidis 
GCA_003355375.1	Neisseria meningitidis 
GCA_003355395.1	Neisseria meningitidis 
GCA_003355415.1	Neisseria meningitidis 
GCA_003355435.1	Neisseria meningitidis 
GCA_003355455.1	Erythrobacter sp. YH-07 
GCA_003355475.1	Brachybacterium saurashtrense 
GCA_003363735.1	Klebsiella pneumoniae 
GCA_003363755.1	Pseudomonas protegens 
GCA_003363775.1	Spiroplasma alleghenense 
GCA_003366055.1	Candidatus Dependentiae bacterium  
GCA_003366075.1	Burkholderia sp. IDO3 
GCA_003367295.1	Borreliella burgdorferi 
GCA_003367315.1	Saccharospirillum mangrovi 
GCA_003367335.1	Mycolicibacterium neoaurum 
GCA_003367355.1	Lysobacter sp. TY2-98 
GCA_003367375.1	Gallaecimonas sp. HK-28 
GCA_003367415.1	Nocardia farcinica 
GCA_003367555.1	Klebsiella pneumoniae 
GCA_003367705.1	Microbacterium foliorum 
GCA_003367885.1	Escherichia coli 
GCA_003367905.1	Megasphaera stantonii 
GCA_003368025.1	Klebsiella pneumoniae 
GCA_003368045.1	Campylobacter jejuni 
GCA_003368065.1	Campylobacter jejuni 
GCA_003368085.1	Campylobacter jejuni 
GCA_003368105.1	Campylobacter jejuni 
GCA_003368125.1	Campylobacter jejuni 
GCA_003368145.1	Campylobacter jejuni 
GCA_003368165.1	Campylobacter jejuni 
GCA_003368185.1	Campylobacter jejuni 
GCA_003368205.1	Campylobacter jejuni 
GCA_003368225.1	Campylobacter jejuni 
GCA_003368245.1	Campylobacter jejuni 
GCA_003368325.1	Paraburkholderia caffeinilytica 
GCA_003369735.1	Pseudomonas aeruginosa 
GCA_003369755.1	Pseudomonas aeruginosa 
GCA_003369775.1	Pseudomonas aeruginosa 
GCA_003369795.1	Streptomyces sp. CB09001 
GCA_003382705.1	Escherichia fergusonii 
GCA_003382725.1	Enterobacter hormaechei subsp. xiangfangensis 
GCA_003382775.1	Xanthomonas oryzae pv. oryzae 
GCA_003382795.1	Xanthomonas oryzae pv. oryzae 
GCA_003382815.1	Xanthomonas oryzae pv. oryzae 
GCA_003382835.1	Xanthomonas oryzae pv. oryzae 
GCA_003382855.1	Xanthomonas oryzae pv. oryzae 
GCA_003382875.1	Xanthomonas oryzae pv. oryzae 
GCA_003382895.1	Xanthomonas oryzae pv. oryzae 
GCA_003382915.1	Xanthomonas oryzae pv. oryzae 
GCA_003382935.1	Xanthomonas oryzae pv. oryzae 
GCA_003390415.1	Bacillus amyloliquefaciens 
GCA_003390455.1	Haemophilus parainfluenzae 
GCA_003390475.1	Listeria monocytogenes 
GCA_003390495.1	[Mycobacterium] chelonae subsp. gwanakae 
GCA_003390735.1	Bifidobacterium bifidum 
GCA_003390755.1	Bifidobacterium animalis subsp. lactis 
GCA_003390995.1	Cutibacterium acnes 
GCA_003391095.1	Austwickia chelonae 
GCA_003391135.1	Streptomyces olivoreticuli subsp. olivoreticuli 
GCA_003391255.1	Pseudomonas plecoglossicida 
GCA_003391275.1	Acetobacter pomorum 
GCA_003391295.1	Candidatus Sulcia muelleri 
GCA_003391315.1	Candidatus Vidania fulgoroideae 
GCA_003391335.1	Candidatus Purcelliella pentastirinorum 
GCA_003391375.1	Vibrio coralliilyticus 
GCA_003391395.1	Mycobacterium marinum 
GCA_003391415.1	Mycobacterium marinum 
GCA_003394085.1	Lactococcus lactis subsp. cremoris 
GCA_003394105.1	Staphylococcus aureus 
GCA_003402855.1	Streptococcus thermophilus 
GCA_003402875.1	Pasteurella multocida 
GCA_003402895.1	Pasteurella multocida 
GCA_003402915.1	Pasteurella multocida 
GCA_003402935.1	Pasteurella multocida 
GCA_003402955.1	Escherichia coli 
GCA_003403075.1	Flavobacterium sp. CJ74 
GCA_003403095.1	Thalassospira indica 
GCA_003403115.1	Streptococcus agalactiae 
GCA_003403135.1	Dickeya dianthicola 
GCA_003408495.1	Pseudomonas aeruginosa 
GCA_003408515.1	Micromonospora sp. B006 
GCA_003408535.1	Mycobacterium avium subsp. hominissuis 
GCA_003408555.1	Enterobacter hormaechei 
GCA_003408575.1	Enterobacter hormaechei 
GCA_003408595.1	Enterobacter hormaechei 
GCA_003408615.1	Klebsiella pneumoniae 
GCA_003408635.1	Pseudomonas sp. phDV1 
GCA_003409075.1	Listeria monocytogenes 
GCA_003410255.1	Bacillus anthracis 
GCA_003410275.1	Escherichia coli 
GCA_003410295.1	Pseudomonas parafulva 
GCA_003410315.1	Olleya aquimaris 
GCA_003410355.1	Bacillus anthracis 
GCA_003410375.1	Lactobacillus curvatus 
GCA_003410415.1	Bacillus butanolivorans 
GCA_003413625.1	Escherichia coli 
GCA_003425445.1	Haemophilus influenzae 
GCA_003425465.1	Haemophilus influenzae 
GCA_003425485.1	Haemophilus influenzae 
GCA_003425505.1	Haemophilus influenzae 
GCA_003425525.1	Haemophilus influenzae 
GCA_003425545.1	Staphylococcus aureus 
GCA_003425565.1	Haemophilus influenzae 
GCA_003425585.1	Haemophilus influenzae 
GCA_003425605.1	Haemophilus influenzae 
GCA_003425625.1	Haemophilus influenzae 
GCA_003425645.1	Haemophilus influenzae 
GCA_003425715.1	Haemophilus influenzae 
GCA_003425765.1	Haemophilus influenzae 
GCA_003425815.1	Haemophilus influenzae 
GCA_003425835.1	Staphylococcus aureus 
GCA_003425885.1	Staphylococcus aureus 
GCA_003425915.1	Staphylococcus aureus 
GCA_003425935.1	Haemophilus influenzae 
GCA_003425955.1	Haemophilus influenzae 
GCA_003425985.1	Mariniflexile sp. TRM1-10 
GCA_003426145.1	Staphylococcus aureus 
GCA_003427055.1	Xanthomonas oryzae pv. oryzae 
GCA_003427415.1	Shewanella algae 
GCA_003428335.1	Solimonas sp. K1W22B-7 
GCA_003428355.1	Lactobacillus plantarum 
GCA_003428375.1	Bifidobacterium animalis subsp. lactis 
GCA_003428395.1	Lactobacillus johnsonii 
GCA_003428425.1	Enterobacter hormaechei 
GCA_003428805.1	Stenotrophomonas rhizophila 
GCA_003428825.1	Stenotrophomonas sp. G4 
GCA_003428845.1	Klebsiella pneumoniae subsp. pneumoniae 
GCA_003428925.1	Streptomyces koyangensis 
GCA_003428965.1	Xanthomonas oryzae pv. oryzae 
GCA_003429185.1	Pseudomonas aeruginosa 
GCA_003429205.1	Pseudomonas aeruginosa 
GCA_003429265.1	Rhodobacter sphaeroides 
GCA_003429285.1	Salinimonas sp. N102 
GCA_003429305.1	Pseudoalteromonas piscicida 
GCA_003429325.1	Pseudoalteromonas piscicida 
GCA_003429365.1	Salmonella enterica subsp. enterica serovar Enteritidis 
GCA_003429385.1	Bifidobacterium adolescentis 
GCA_003429405.1	Pediococcus pentosaceus 
GCA_003429425.1	Salmonella enterica subsp. enterica 
GCA_003429445.1	Salmonella enterica subsp. enterica 
GCA_003429465.1	Salmonella enterica subsp. enterica serovar Typhi 
GCA_003429505.1	Leptospira mayottensis 
GCA_003429525.1	Leptospira mayottensis 
GCA_003429545.1	Klebsiella pneumoniae 
GCA_003429625.1	Klebsiella variicola 
GCA_003430805.1	Natronolimnobius sp. AArc-Mg 
GCA_003430825.1	Natronolimnobius sp. AArc1 
GCA_003431325.1	Acidilobus sp. 7A 
GCA_003431345.1	Bordetella pertussis 
GCA_003431365.1	Staphylococcus aureus 
GCA_003431385.1	Acinetobacter baumannii 
GCA_003431405.1	Actinobacillus pleuropneumoniae 
GCA_003431425.1	Bordetella pertussis 
GCA_003431825.1	Blastomonas fulva 
GCA_003431845.1	Borrelia miyamotoi 
GCA_003431865.1	Acinetobacter baumannii 
GCA_003431885.1	Bacillus velezensis 
GCA_003431975.1	Bacillus pumilus 
GCA_003432145.1	Klebsiella pneumoniae 
GCA_003432165.1	Klebsiella pneumoniae 
GCA_003432185.1	Klebsiella pneumoniae 
GCA_003432205.1	Klebsiella pneumoniae 
GCA_003432225.1	Klebsiella pneumoniae 
GCA_003432245.1	Klebsiella pneumoniae 
GCA_003432265.1	Klebsiella pneumoniae 
GCA_003432285.1	Klebsiella pneumoniae 
GCA_003432305.1	Escherichia coli 
GCA_003432325.1	Clostridium sporogenes 
GCA_003432345.1	Staphylococcus aureus 
GCA_003432365.1	Staphylococcus aureus 
GCA_003432385.1	Breoghania sp. L-A4 
GCA_003432405.1	Klebsiella pneumoniae 
GCA_003432425.1	Bacillus velezensis 
GCA_003433235.1	Pseudomonas aeruginosa 
GCA_003433255.1	Chlamydia muridarum 
GCA_003433275.1	Escherichia coli NCCP15648 
GCA_003433375.1	Leuconostoc mesenteroides 
GCA_003433395.1	Lactobacillus rhamnosus 
GCA_003433415.1	Listeria monocytogenes 
GCA_003433515.1	Maritalea myrionectae 
GCA_003441595.1	Marinobacter sp. Arc7-DN-1 
GCA_003441615.1	Dechloromonas sp. HYN0024 
GCA_003443395.1	Streptococcus thermophilus 
GCA_003443515.1	Chromobacterium rhizoryzae 
GCA_003443535.1	Ruegeria sp. AD91A 
GCA_003443555.1	Phaeobacter inhibens 
GCA_003443575.1	Phaeobacter inhibens 
GCA_003443595.1	Phaeobacter sp. LSS9 
GCA_003443615.1	Alteromonas sp. BL110 
GCA_003443635.1	Flavobacteriaceae bacterium 
GCA_003443655.1	Nostoc sphaeroides 
GCA_003443675.1	Aquimarina sp. BL5 
GCA_003443695.1	Aquimarina sp. AD1 
GCA_003443715.1	Aquimarina sp. AD10 
GCA_003443735.1	Streptomyces sp. CC0208 
GCA_003443755.1	Klebsiella pneumoniae 
GCA_003443775.1	Vibrio sp. dhg 
GCA_003443795.1	Escherichia coli 
GCA_003443815.1	Escherichia coli 
GCA_003443835.1	Klebsiella quasipneumoniae 
GCA_003443875.1	Aeromicrobium sp. A1-2 
GCA_003444755.1	Enterobacter cloacae 
GCA_003444775.1	Deinococcus ficus 
GCA_003445395.2	Bacillus thuringiensis serovar israelensis 
GCA_003445415.1	Burkholderia pseudomallei 
GCA_003454715.1	Rickettsia japonica 
GCA_003454755.1	Streptomyces clavuligerus 
GCA_003454775.1	Parvimonas micra 
GCA_003454795.1	Novosphingobium sp. THN1 
GCA_003456975.1	Clostridioides difficile 
GCA_003457015.1	Clostridioides difficile 
GCA_003457035.1	Clostridioides difficile 
GCA_003481905.1	Clostridioides difficile 
GCA_003481965.1	Clostridioides difficile 
GCA_003482035.1	Clostridioides difficile 
GCA_003482065.1	Clostridioides difficile 
GCA_003482125.1	Clostridioides difficile 
GCA_003482165.1	Clostridioides difficile 
GCA_003482225.1	Clostridioides difficile 
GCA_003482255.1	Clostridioides difficile 
GCA_003482305.1	Clostridioides difficile 
GCA_003482325.1	Clostridioides difficile 
GCA_003482345.1	Clostridioides difficile 
GCA_003482365.1	Clostridioides difficile 
GCA_003485445.1	Erwinia persicina 
GCA_003490105.1	Clostridioides difficile 
GCA_003490125.1	Staphylococcus aureus 
GCA_003491165.1	Escherichia coli 
GCA_003491185.1	Salinibacter ruber 
GCA_003491205.1	Salinibacter ruber 
GCA_003491225.1	Aeromonas hydrophila 
GCA_003491245.1	Aeromonas hydrophila 
GCA_003491265.1	Escherichia coli 
GCA_003491285.1	Methanobacterium sp. BRmetb2 
GCA_003491305.1	Methanobacterium sp. BAmetb5 
GCA_003491325.1	Staphylococcus sp. M0911 
GCA_003491345.1	Neorhizobium sp. SOG26 
GCA_003491365.1	Aeromonas veronii 
GCA_003491385.1	Salinibacter ruber 
GCA_003491405.1	Salinibacter ruber 
GCA_003491425.1	Salinibacter ruber 
GCA_003515045.1	Prevotella denticola 
GCA_003515105.1	Pseudoalteromonas donghaensis 
GCA_003515305.1	Ralstonia solanacearum 
GCA_003515325.1	Ralstonia solanacearum 
GCA_003515345.1	Ralstonia solanacearum 
GCA_003515365.1	Ralstonia solanacearum 
GCA_003515385.1	Ralstonia solanacearum 
GCA_003515405.1	Ralstonia solanacearum 
GCA_003515425.1	Ralstonia solanacearum 
GCA_003515445.1	Ralstonia solanacearum 
GCA_003515465.1	Ralstonia solanacearum 
GCA_003515485.1	Ralstonia solanacearum 
GCA_003515505.1	Ralstonia solanacearum 
GCA_003515525.1	Ralstonia solanacearum 
GCA_003515545.1	Ralstonia solanacearum 
GCA_003515565.1	Ralstonia solanacearum 
GCA_003515585.1	Ralstonia solanacearum 
GCA_003515605.1	Ralstonia solanacearum 
GCA_003515625.1	Ralstonia solanacearum 
GCA_003515645.1	Mycobacterium shigaense 
GCA_003515965.1	Salmonella enterica 
GCA_003515985.1	Lonsdalea britannica 
GCA_003516005.1	Acinetobacter baumannii 
GCA_003516025.1	Candidatus Saccharibacteria bacterium 
GCA_003516045.1	Brucella melitensis 
GCA_003516065.1	Brucella melitensis 
GCA_003516085.1	Brucella melitensis 
GCA_003516105.1	Cronobacter sakazakii 
GCA_003516125.1	Cronobacter sakazakii 
GCA_003516145.1	Leptospira borgpetersenii serovar Ceylonica 
GCA_003516205.1	Actinosynnema pretiosum subsp. pretiosum 
GCA_003522555.1	Vibrio vulnificus 
GCA_003522605.1	Xanthomonas oryzae pv. oryzae 
GCA_003522665.1	Acinetobacter baumannii 
GCA_003522705.1	Acinetobacter baumannii 
GCA_003522785.1	Acinetobacter baumannii 
GCA_003522845.1	Acinetobacter baumannii 
GCA_003522885.1	Acinetobacter baumannii 
GCA_003522965.1	Lactobacillus bombi 
GCA_003530165.1	Enterobacteriaceae bacterium bta3-1 
GCA_003534205.1	Listeria weihenstephanensis 
GCA_003544875.1	Vibrio alfacsensis 
GCA_003544895.1	Rhodobacteraceae bacterium BAR1 
GCA_003546465.1	Burkholderia cepacia ATCC 25416 
GCA_003546645.1	Komagataeibacter saccharivorans 
GCA_003546665.1	Bacillus thuringiensis LM1212 
GCA_003546865.1	Aerococcaceae bacterium ZY16052 
GCA_003546885.1	Klebsiella aerogenes 
GCA_003546905.1	Yersinia pseudotuberculosis 
GCA_003546955.1	Bacillus velezensis 
GCA_003546975.1	Escherichia coli Nissle 1917 
GCA_003547015.1	Burkholderia pseudomallei 
GCA_003547035.1	Burkholderia pseudomallei 
GCA_003547055.1	Burkholderia pseudomallei 
GCA_003547115.1	Acinetobacter baumannii 
GCA_003555505.1	Thermosynechococcus elongatus PKUAC-SCTE542 
GCA_003555525.1	Bacillus velezensis 
GCA_003555545.1	Pseudoflavitalea sp. 5GH32-13 
GCA_003568565.1	Bacillus cereus 
GCA_003568585.1	Meiothermus taiwanensis WR-220 
GCA_003568605.1	Burkholderia thailandensis E264 
GCA_003568625.1	Gordonia rubripertincta 
GCA_003568645.1	Borrelia turicatae 
GCA_003568825.1	Pseudoalteromonas tunicata 
GCA_003568845.1	Rhodospirillaceae bacterium SCSIO 08040 
GCA_003568865.1	Rubrobacter indioceani 
GCA_003569745.1	Altererythrobacter sp. B11 
GCA_003570765.1	Escherichia coli 
GCA_003571425.1	Bacillus pumilus 
GCA_003571445.1	Neisseria gonorrhoeae 
GCA_003571465.1	Neisseria gonorrhoeae 
GCA_003571505.1	Pseudomonas aeruginosa 
GCA_003571525.1	Klebsiella pneumoniae 
GCA_003571545.1	Klebsiella pneumoniae 
GCA_003571565.1	Citrobacter freundii 
GCA_003571585.1	Klebsiella pneumoniae 
GCA_003571605.1	Klebsiella pneumoniae 
GCA_003571625.1	Salmonella enterica subsp. enterica serovar Senftenberg 
GCA_003571645.1	Klebsiella pneumoniae 
GCA_003571665.1	Escherichia coli 
GCA_003571685.1	Escherichia coli 
GCA_003571705.1	Klebsiella pneumoniae 
GCA_003571725.1	Staphylococcus warneri 
GCA_003571745.1	Klebsiella pneumoniae 
GCA_003571765.1	Escherichia coli 
GCA_003571785.1	Escherichia coli 
GCA_003571805.1	Pseudomonas aeruginosa 
GCA_003571825.1	Escherichia coli 
GCA_003573445.1	Morganella morganii 
GCA_003573465.1	Rahnella aquatilis 
GCA_003573485.1	Streptomyces fradiae 
GCA_003573505.1	Enterobacter cloacae 
GCA_003573835.1	Staphylococcus aureus 
GCA_003573855.1	Staphylococcus aureus 
GCA_003573875.1	Bacillus velezensis 
GCA_003573895.1	Bifidobacterium bifidum 
GCA_003573915.1	Blattabacterium cuenoti STAT 
GCA_003573935.1	Blattabacterium punctulatus CPU2 
GCA_003573955.1	Bifidobacterium bifidum LMG 13195 
GCA_003573975.1	Clostridiales bacterium CCNA10 
GCA_003573995.1	Erysipelotrichaceae bacterium GAM147 
GCA_003574015.1	Oscillibacter sp. PEA192 
GCA_003574135.1	cyanobacterium endosymbiont of Rhopalodia gibberula 
GCA_003574155.1	Vibrio cholerae 
GCA_003574175.1	Geobacter sulfurreducens 
GCA_003574195.1	Helicobacter cinaedi 
GCA_003574235.1	Klebsiella pneumoniae 
GCA_003574255.1	Klebsiella pneumoniae 
GCA_003574275.1	Klebsiella pneumoniae 
GCA_003574925.1	Enterococcus faecium 
GCA_003574945.1	Campylobacter jejuni subsp. jejuni 
GCA_003574965.1	Hymenobacter sp. sh-6 
GCA_003574985.1	Pannonibacter phragmitetus BB 
GCA_003575005.1	Xenorhabdus nematophila 
GCA_003576455.2	Mucilaginibacter sp. HYN0043 
GCA_003584565.2	Alteromonas sp. RKMC-009 
GCA_003584585.1	Klebsiella pneumoniae 
GCA_003584605.1	Methanosarcina thermophila 
GCA_003584625.1	Methanothermobacter sp. MT-2 
GCA_003584645.1	Methylocaldum marinum 
GCA_003584665.1	Lachnospiraceae bacterium Choco86 
GCA_003584685.1	Lactobacillus paragasseri 
GCA_003584705.1	Lachnospiraceae bacterium GAM79 
GCA_003584725.1	Mycobacterium leprae Kyoto-2 
GCA_003584745.1	Mycobacterium pseudoshottsii JCM 15466 
GCA_003585765.1	Pontibacter actiniarum 
GCA_003586025.1	Enterobacter hormaechei subsp. xiangfangensis 
GCA_003586045.1	Escherichia coli M8 
GCA_003586065.1	Escherichia coli O145 str. RM9872 
GCA_003586085.1	Mycoplasma synoviae 
GCA_003586385.1	Mycobacteroides abscessus 
GCA_003586445.1	Bacillus sp. Y1 
GCA_003586485.1	Lactobacillus plantarum 
GCA_003586525.1	Rhodococcus ruber 
GCA_003589725.1	Lactobacillus plantarum 
GCA_003589745.1	Lachnoanaerobaculum umeaense 
GCA_003589785.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003589805.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003589825.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003589845.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003589865.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003589885.1	Actinomadura amylolytica 
GCA_003589905.1	Streptococcus iniae 
GCA_003589925.1	Chryseolinea sp. KIS68-18 
GCA_003589945.1	Streptococcus iniae 
GCA_003590055.1	Paenibacillus lautus 
GCA_003590075.1	Brevibacillus laterosporus 
GCA_003590565.1	Flavobacterium anhuiense 
GCA_003590665.1	Klebsiella pneumoniae 
GCA_003590695.1	Salmonella enterica subsp. enterica serovar Fresno 
GCA_003590755.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003591575.1	Vibrio cholerae 
GCA_003591595.1	Escherichia coli ATCC 8739 
GCA_003591615.1	Acinetobacter baumannii 
GCA_003595175.1	Pseudomonas sp. K2W31S-8 
GCA_003595195.1	Paenisporosarcina sp. K2R23-3 
GCA_003595235.1	Streptomyces griseorubiginosus 
GCA_003595305.1	Ralstonia pseudosolanacearum 
GCA_003595345.1	Staphylococcus argenteus 
GCA_003595365.1	Staphylococcus aureus 
GCA_003595385.1	Staphylococcus aureus 
GCA_003595405.1	Staphylococcus aureus 
GCA_003595425.1	Staphylococcus aureus 
GCA_003595445.1	Staphylococcus aureus 
GCA_003595465.1	Staphylococcus aureus 
GCA_003595485.1	Staphylococcus aureus 
GCA_003595505.1	Staphylococcus aureus 
GCA_003595525.1	Streptococcus respiraculi 
GCA_003595545.1	Streptomyces sp. 11-1-2 
GCA_003595585.1	Vibrio anguillarum 
GCA_003595605.1	[Bacillus] caldolyticus 
GCA_003595625.1	Bacillus licheniformis 
GCA_003595645.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003595725.1	Salmonella enterica subsp. enterica serovar Dublin 
GCA_003597595.1	Lactobacillus plantarum 
GCA_003597615.1	Lactobacillus plantarum 
GCA_003597635.1	Lactobacillus plantarum 
GCA_003597655.1	Lactobacillus delbrueckii subsp. bulgaricus 
GCA_003597675.1	Neorhizobium sp. NCHU2750 
GCA_003597695.1	Klebsiella pneumoniae 
GCA_003597715.1	Klebsiella pneumoniae 
GCA_003597735.1	Klebsiella pneumoniae 
GCA_003597755.1	Klebsiella pneumoniae 
GCA_003600355.1	Clostridium sp. JN500901 
GCA_003600625.1	Arachidicoccus sp. KIS59-12 
GCA_003600685.1	Achromobacter sp. B7 
GCA_003606225.1	Salmonella enterica subsp. enterica serovar Pullorum 
GCA_003606245.1	Burkholderia pseudomallei 
GCA_003606265.1	Clostridium septicum 
GCA_003606285.1	Borrelia turcica IST7 
GCA_003606305.1	Bifidobacterium animalis subsp. lactis 
GCA_003606365.1	Lactobacillus sp. HBUAS52074 
GCA_003606405.1	Bacillus licheniformis 
GCA_003606425.1	Shigella sonnei 
GCA_003609695.1	Mycobacterium marinum 
GCA_003609715.1	Mycobacteroides abscessus subsp. bolletii BD 
GCA_003609735.1	Mycoplasma bovirhinis 
GCA_003609755.1	Planktothrix agardhii NIES-204 
GCA_003609775.1	Prevotella melaninogenica 
GCA_003609795.1	Sphingobium sp. YG1 
GCA_003609815.1	Sphingopyxis sp. EG6 
GCA_003609835.1	Sphingopyxis sp. FD7 
GCA_003609855.1	Staphylococcus aureus 
GCA_003609875.1	Olsenella sp. GAM18 
GCA_003609895.1	Staphylococcus aureus 
GCA_003609915.1	Staphylococcus aureus 
GCA_003609935.1	Streptococcus pneumoniae 
GCA_003609955.1	Streptococcus pyogenes 
GCA_003609975.1	Streptococcus ruminantium 
GCA_003609995.1	Sutterella sp. 6FBBBH3 
GCA_003610015.1	Zymobacter palmae 
GCA_003610955.1	Bacillus subtilis 
GCA_003610975.1	Lactobacillus helveticus 
GCA_003610995.1	Streptomyces griseus subsp. griseus 
GCA_003611015.1	Lactobacillus plantarum 
GCA_003611035.1	Cryobacterium sp. GCJ02 
GCA_003611275.1	Sulfitobacter sp. D7 
GCA_003612695.1	Vibrio parahaemolyticus 
GCA_003612715.1	Vibrio parahaemolyticus 
GCA_003612735.1	Bacillus subtilis 
GCA_003612755.1	Bacillus velezensis 
GCA_003612775.1	Micromonospora tulbaghiae 
GCA_003612795.1	Halomonas alkaliphila 
GCA_003612835.1	Ethanoligenens harbinense 
GCA_003612855.1	Ethanoligenens harbinense 
GCA_003612895.1	Halobacteriovorax sp. BALOs 7 
GCA_003612915.1	Paracoccus yeei 
GCA_003612955.1	Bacillus mobilis 
GCA_003612975.1	Ralstonia pseudosolanacearum 
GCA_003613035.1	Vibrio alginolyticus 
GCA_003613065.1	Vibrio alginolyticus 
GCA_003613595.1	Burkholderia gladioli pv. gladioli 
GCA_003614235.1	Clostridium novyi 
GCA_003614435.1	Mycobacterium paragordonae 
GCA_003614815.1	Burkholderia thailandensis 
GCA_003614835.1	Burkholderia thailandensis 
GCA_003626935.1	Pseudomonas aeruginosa 
